Name,Phone,Address,Website,Category,Rating,Reviews,Priority,Score,Flags,Latitude,Longitude,Source Query
"Mechatronics MEP LLC","+971 4 297 5417","Office No. -12B02, Block A, Prime Business Centre, Jumeirah Village Circle, Post Box : 35935, Tel No : 00971-4-2975417 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Mechatronics%20MEP%20LLC&query_place_id=ChIJVVVVKM5tXz4RR0zUIR_WWz8","Contractor",,4,MEDIUM,55,"TARGET_LOCATION",,,"MEP companies Dubai"
"Handyman & Maintenance | GIJO | Trusted Home Repair Experts in Dubai","+971 600 554456","The Marina Torch - Marsa Dubai - Al Sufouh - Dubai - United Arab Emirates","https://www.gijo.ae/","Handyman/Handywoman/Handyperson",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"BAM International area office Middle East / Gulf States","+971 4 392 7277","19th Floor, Sidra Tower, Hessa Street, Sheikh Zayed Road, Exit 36, - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=BAM%20International%20area%20office%20Middle%20East%20%2F%20Gulf%20States&query_place_id=ChIJc0Jj2XRrXz4RDaAPJY6-kSI","Construction company",,4.4,LOW,40,"",,,"building contractors Dubai Marina"
"New City Developers","+971 4 430 9947","Marina View Towers - Unit 109 Tower A - Dubai - United Arab Emirates","http://www.portlandproduct.com/","Real estate developer",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"MHM Engineering Consultancy","+971 55 599 6880","International Business Tower - Al Amal St - Business Bay - Dubai - United Arab Emirates","http://mhmconsultancy.net/","Engineering consultant",,5,HIGH,70,"TARGET_LOCATION",,,"MEP companies Dubai"
"Capriole Construction Co. LLC (Office1608)","+971 4 436 4022","Al Sufouh - Dubai - United Arab Emirates","http://www.capriole-construction.com/","Construction company",,4.4,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Asia Prime General Contracting Company LLC","+971 4 255 6661","Liberty Building - Service Rd - Al Garhoud - Dubai - United Arab Emirates","http://www.asia-prime.com/","Corporate office",,4,MEDIUM,55,"",,,"MEP companies Dubai"
"Main Star Technical Services LLC","+971 6 556 3100","33b 2 St - Al Ghuwair - Hay Al Gharb - Sharjah - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Main%20Star%20Technical%20Services%20LLC&query_place_id=ChIJa1EQRThbXz4RVu7eZA2xkv0","Construction company",,3.8,LOW,40,"",,,"MEP companies Dubai"
"SMART DYNAMICS TECHNICAL SERVICES","+971 4 339 6759","Auto Centre - 108, A Block - Port Saeed - Deira - Dubai - United Arab Emirates","https://smartdynamicsuae.com/","HVAC contractor",,5,MEDIUM,55,"",,,"MEP companies Dubai"
"Bella best deals contracting LLC G+1 building contracting Fitout Interiors Civil & Mep","+971 4 388 7281","Office 102 Near national Cement Factory Al Quoz 3 Near Al Khail Mall Latifa Bin Hamdan Street post box 121728 Dubai POST BOX 121728 - Dubai - United Arab Emirates","http://www.bellabestdeals.com/","Construction company",,4.1,MEDIUM,55,"",,,"MEP companies Dubai"
"Vision Three Technical Services LLC","+971 56 409 7428","Al Falasi Old Building, Office no. 205, Hor al Anz - Deira - Dubai - United Arab Emirates","https://visionthree.ae/","Interior fitting contractor",,5,MEDIUM,55,"",,,"MEP companies Dubai"
"Alcazar Technical Services LLC","+971 58 843 8826","Al Manama St - Ras Al Khor - Dubai - United Arab Emirates","https://alcazareng.com/","HVAC contractor",,4.8,MEDIUM,55,"",,,"MEP companies Dubai"
"MEPTEQ Group","+971 50 919 6702","Abraj Al Mamzar Building, Tower A - Al Mamzar - Dubai - United Arab Emirates","http://www.meptequae.com/","Contractor",,,MEDIUM,55,"",,,"MEP companies Dubai"
"Sam Brothers Technical Services LLC","+971 55 468 8588","Mai Tower 1108 - Dubai - United Arab Emirates","http://www.sambrothersdubai.com/","Construction company",,4.8,MEDIUM,55,"",,,"MEP companies Dubai"
"NAF CONTRACTING LLC","+971 52 640 5977","office No 315 abdulla al fahed Building no 3 al qusias, industrial area 2nd Dubai - عجمان - United Arab Emirates","http://www.nafcontractingllc.com/","Contractor",,4.6,MEDIUM,55,"",,,"MEP companies Dubai"
"Hisn Almas Technical Services L.L.C | HVAC, Electrical, Plumbing & MEP Experts in Dubai, UAE","+971 4 886 4471","Malik Mohamed Al Nahyan Building Al Muroor - Office # 303 - Al Wasl - Dubai - United Arab Emirates","https://hisnalmas.com/","HVAC contractor",,5,MEDIUM,55,"",,,"MEP companies Dubai"
"Bin Hanif Group","+971 4 258 5638","Al Habtoor Warehouse - Office #25-26 - Al Qusais Ind. Third - Al Qusais Industrial Area 3 - Dubai - United Arab Emirates","http://www.binhanifgroup.com/binhanif/","Construction company",,4.3,MEDIUM,55,"",,,"MEP companies Dubai"
"SINOPEC ELECTROMECHANICAL LLC","+971 4 234 3233","Al Mamzar - Deira - Dubai - United Arab Emirates","http://sinopecdubai.com/","Contractor",,4.7,MEDIUM,55,"",,,"MEP companies Dubai"
"Greater Star Building Contracting LLC - MEP Contractors","+971 56 679 6699","Damascus Street, Al Mansouri Bldg. Office no. 414, Al Qusais - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Greater%20Star%20Building%20Contracting%20LLC%20-%20MEP%20Contractors&query_place_id=ChIJk2T6fzBdXz4RSX_11zgbYbc","Contractor",,,LOW,40,"",,,"MEP companies Dubai"
"Black & White Engineering - Dubai","+971 4 365 2228","Marina Plaza - 18th Floor Office 1 - Dubai - United Arab Emirates","http://www.bw-engineering.com/","Engineering consultant",,4.3,MEDIUM,55,"",,,"MEP companies Dubai"
"BK Gulf LLC","+971 4 880 1606","Dutco Jebel ali - Mena Jabal Ali - Jabal Ali Industrial First - Dubai - United Arab Emirates","http://www.bkgulf.com/","Construction company",,4.3,MEDIUM,55,"",,,"MEP companies Dubai"
"AL Qooz Contracting Company","+971 4 453 4541","Lynx Tower - Dubai Silicon Oasis - Dubai - United Arab Emirates","http://www.alquozcontracting.com/","Construction company",,4.5,MEDIUM,55,"",,,"MEP companies Dubai"
"Power Electromechanical Works LLC.","+971 4 224 6675","Deira - 30 43B St - Naif - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Power%20Electromechanical%20Works%20LLC.&query_place_id=ChIJ2TmnEwBdXz4Rnp8ReROfH6o","Engineering consultant",,5,LOW,40,"",,,"MEP companies Dubai"
"Arms Electromechanical Co LLC","+971 4 269 5926","Al Karama - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Arms%20Electromechanical%20Co%20LLC&query_place_id=ChIJXypL1NRDXz4RjVK2D1qSECE","Transportation service",,5,LOW,40,"",,,"MEP companies Dubai"
"Maxpower Electromechanical Contracting LLC","+971 4 298 1609","Al Fahad - Building-3, Office - 207 - 113 Damascus Street - Al Qusais Industrial Area 2 - Dubai - United Arab Emirates","http://www.maxpwrdubai.com/","Corporate office",,4.2,MEDIUM,55,"",,,"MEP companies Dubai"
"GIS Electromechanical Works LLC and Turnkey Contractors Dubai","+971 56 204 1880","China F16 - Warsan First - China Cluster - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=GIS%20Electromechanical%20Works%20LLC%20and%20Turnkey%20Contractors%20Dubai&query_place_id=ChIJyfkV56FnXz4R5v7IOD9RqPE","Engineering consultant",,,LOW,40,"",,,"MEP companies Dubai"
"Heilbronn Properties Development L.L.C","+971 52 650 0050","Marina Plaza - Suite #2601 A - Dubai Marina - Dubai - United Arab Emirates","https://heilbronnhomes.com/","Real estate developer",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"AKSHAYA TECHNICAL SERVICES L.L.C","+971 55 556 0810","The Marina Torch - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=AKSHAYA%20TECHNICAL%20SERVICES%20L.L.C&query_place_id=ChIJZYaoMKBrXz4RJMCYtcWCDiQ","Construction company",,3,LOW,40,"",,,"building contractors Dubai Marina"
"Major Developments","+971 4 572 6850","Marina Plaza - Major Developments - office 1203 - Dubai - United Arab Emirates","https://majordevelopments.ae/","Real estate developer",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"TAZ Technical Services L.L.C","+971 4 346 9195","16A - Warehouse - 2 Aden Street - Ras Al Khor Industrial Area 1 - Dubai - United Arab Emirates","http://www.taztechnical.com/","Construction company",,5,MEDIUM,55,"",,,"MEP companies Dubai"
"Kayan Al Zaman Building Contracting LLC Dubai","+971 54 796 9121","Tameem House Office Building - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates","https://www.kayanalzaman.com/","Building firm",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Sparkle Towers","+971 4 832 1539","34CJ+QJF Sparkle Tower - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Sparkle%20Towers&query_place_id=ChIJk4GjBoATXz4Ru-il8OAysd4","Real estate developer",,4.6,LOW,40,"",,,"building contractors Dubai Marina"
"Stone Beam Demolition","+971 55 930 8594","office for 2601, Marina Plaza - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://sbdemolition.ae/","Demolition contractor",,4.6,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Saqr al sharq core cutting service","+971 55 139 7675","Marina Mall - DUBAI Marina nere - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Saqr%20al%20sharq%20core%20cutting%20service&query_place_id=ChIJJZbz6KltXz4R0w5HsrChHtw","Demolition contractor",,5,LOW,40,"",,,"building contractors Dubai Marina"
"Waagner Biro Bridge Gulf L.L.C.","+971 4 440 3870","Tameem House Office Building - 13th - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates","https://waagnerbiro-bridgeservices.com/","Construction company",,4.4,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Rashid Bin Bishr Contracting L.L.C.","+971 4 255 6679","243 Abu Hail St - Hor Al Anz East - Deira - Dubai - United Arab Emirates","http://www.rbbcontracting.ae/","Construction company",,4.8,MEDIUM,55,"",,,"MEP companies Dubai"
"Urban Wrap Packing & Packaging Materials Trading LLC","+971 56 488 0010","Office 502 - Al Saud 2 - Al Qusais Industrial Area - Al Qusais Industrial Area 4 - Dubai - United Arab Emirates","https://www.urbanwrap.ae/","Packaging company",,4.8,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"MATCO PACKAGING LLC","+971 4 882 9433","Shed 12 1 - Dubai Investment Park First - Dubai - United Arab Emirates","http://www.matcopackaginguae.com/","Manufacturer",,1,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"AL SHAFAF REPACKING SERVICES","+971 50 626 8218","Industrial Area 13 - Industrial Area - Sharjah - United Arab Emirates","http://www.alshafafpack.com/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Almawjah Alhada Technical Services","+971 50 302 4008","7 Westside Marina - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","http://www.almawjahmaintenance.com/","Home builder",,4.9,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Hotpack Packaging Industries - CCF Factory, Dubai Investment Park 2 (DIP2) هوت باك مصنع","+971 4 884 1999","2 (dip - Dubai Investment Park Second - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Hotpack%20Packaging%20Industries%20-%20CCF%20Factory%2C%20Dubai%20Investment%20Park%202%20(DIP2)%20%D9%87%D9%88%D8%AA%20%D8%A8%D8%A7%D9%83%20%D9%85%D8%B5%D9%86%D8%B9&query_place_id=ChIJd-xSeNFzXz4R54Pr5fF6qUw","Manufacturer",,3.8,LOW,40,"",,,"packaging manufacturers Dubai"
"Waylog Machineries and Equipments Trading - Packing and packaging machinery supplier Dubai Uae","+971 55 949 7069","Al Nahda St - Al Twar Fifth - Al Qusais 2 - Dubai - United Arab Emirates","http://www.waylogautomation.com/","Machining manufacturer",,4.8,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Albab Group Corporate office","+971 52 795 2947","Al Emreef St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Albab%20Group%20Corporate%20office&query_place_id=ChIJR2BwYnJrXz4REYzirub4VlA","Interior designer",,5,LOW,40,"",,,"building contractors Dubai Marina"
"MEPSERVE FZCO","+971 4 880 8838","Jabal Ali Industrial Second - Dubai Aid City - Dubai - United Arab Emirates","http://www.mepserve.com/","Construction company",,4.3,MEDIUM,55,"",,,"MEP companies Dubai"
"ZORA PACKAGING INDUSTRIES L.L.C","+971 50 498 8614","DIRC Warehouse - Dubai Investment Park - 2 - W1-G4 Warehouse - Dubai Investment Park - 2 - مجمع دبي للإستثمار - Dubai - United Arab Emirates","https://zorapackagingindustries.com/","Manufacturer",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Triveni Packaging Trdg. Co. LLC","+971 50 646 1162","Central Plaza - 1 - Dubai Investment Park First - Dubai - United Arab Emirates","http://www.trivenipackaging.com/","Suppliers",,4.9,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"AIRAS ELECTROMECHANICAL ENGINEERING AND CONTRACTORS","+971 52 427 1553","Mai Tower - Office 1101 A - Al Nahda 1 - Dubai - United Arab Emirates","http://www.airaselectricals.ae/","Electrical engineer",,4.9,MEDIUM,55,"",,,"MEP companies Dubai"
"Honest Pack For Packaging","+971 55 668 6611","4 32A Street - Umm Ramool - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Honest%20Pack%20For%20Packaging&query_place_id=ChIJh4g070tnXz4R_ZsIeC3hif0","Packaging company",,5,LOW,40,"",,,"packaging manufacturers Dubai"
"Dymacut Technical Services LLC (Dubai)","+971 54 518 0183","flat 2903/building Rimal 3, Jumeirah Beach Road - Dubai - United Arab Emirates","http://www.dymacut.com/","Demolition contractor",,4.8,MEDIUM,55,"",,,"building contractors Dubai Marina"
"7 Walls Industries FZCo, Jafza, Dubai","+971 4 338 0977","YB 02, RA 08, Jafza - Dubai - United Arab Emirates","http://www.7-walls.com/","Packaging company",,4.9,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Afkar Packing & Packaging Materials Trading L.L.C","+971 4 355 9504","Baniyas Rd - Deira - Al Sabkha - Dubai - United Arab Emirates 779X+4M7 Dubai - United Arab Emirates 25°16'04.0""N 55°17'57.0""E - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Afkar%20Packing%20%26%20Packaging%20Materials%20Trading%20L.L.C&query_place_id=ChIJlybfuvVDXz4RfZkjuTH955g","Packaging company",,5,LOW,40,"",,,"packaging manufacturers Dubai"
"Express Pack Print FZE","+971 4 881 9990","Street - EWTA 28 N606 - Mina Jebel Ali - Jebel Ali Freezone - Dubai - United Arab Emirates","http://www.exppack.ae/","Packaging company",,4.6,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Falcon Pack Dubai","+971 4 329 1243","Hessa St - Al Barsha - Dubai - United Arab Emirates","https://falconpack.com/","Packaging company",,4.2,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"GREEN PACKAGING BOXES IND LLC","+971 50 115 5599","Unnamed Road - Sharjah - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=GREEN%20PACKAGING%20BOXES%20IND%20LLC&query_place_id=ChIJdQzgaeVeXz4RqLfN-lRN-Vg","Packaging company",,4.1,LOW,40,"",,,"packaging manufacturers Dubai"
"Al Bedyah - Corrugated Carton Box Supplier Dubai","+971 58 583 3501","Ind Ar. 15 - 6 St - next to Falcon Pack - Industrial Area 15 - Industrial Area - Sharjah - United Arab Emirates","https://bedyahpack.me/","Packaging company",,4.5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Nazrapack- Best packing solution","+971 55 329 8864","Al Qusais Industrial Area - القصيص ١ - Dubai - United Arab Emirates","http://nazrapack.com/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"FS MOVERS UAE - PACKERS AND MOVERS DUBAI","+971 52 869 2019","6C95+5HG City Center - Mirdif - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=FS%20MOVERS%20UAE%20-%20PACKERS%20AND%20MOVERS%20DUBAI&query_place_id=ChIJf4zNvsNhXz4RWCU1oIAFlUQ","Packaging company",,4.9,LOW,40,"",,,"packaging manufacturers Dubai"
"MEPWORKS.AE Electromechanical Contracting Company Dubai, Abu Dhabi","+971 50 878 2173","","https://www.mepworks.ae/","Property maintenance",,5,LOW,45,"",,,"MEP companies Dubai"
"Al Mufeed Packaging and Packing Mat. Ind LLC, Sharjah","+971 6 555 3320","Oasis - Warehouse No: F2 - Al Sajaa - Sharjah - United Arab Emirates","https://mufeedpack.com/","Packaging company",,4.6,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"De Megha","+971 50 776 9053","506 Al Intifada St - Al Majaz 2 - Al Majaz - Sharjah - United Arab Emirates","http://www.demegha.com/","Custom label printer",,4.9,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"AL AMER PACKAGING INDUSTRIES LLC","+971 4 885 3118","Dubai Investment Park - 2 - Dubai - United Arab Emirates","https://www.alamer.ae/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"SUN PACKAGING SYSTEMS FZC (Subsidiary of Thai Plaspac Public Company Limited)","+971 6 557 3426","B3-07 - Saif Zone - Sharjah - United Arab Emirates","https://tpacpackaging.com/","Manufacturer",,3.5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"NaturePack Packaging Industries LLC | Paper Bag Manufacturer","+971 50 648 3460","FAB complex FG1 -Dubai Investment Park - 1 - Dubai - United Arab Emirates","http://www.naturepack.ae/","Manufacturer",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"BVA Ports & Marine Contracting LLC.","+971 4 448 3005","Barsha Valley, Building. 41 - Unit No. 108 Street No. 14 - Dubai - United Arab Emirates","https://www.bvamarine.com/","Construction company",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Madinah Al Tawasul Trading LLC (MATT Printing & Packaging)","+971 58 533 6125","Deira - Al Muteena - Deira - Dubai - United Arab Emirates","http://www.mattuae.com/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"M.R.S Packaging Limited","+971 50 721 5004","DWC Plot WB56 & WB57 Dubai Logistic City Dubai World Central United Arab, Emirate - Dubai - United Arab Emirates","http://www.mrspackaging.com/","Food products supplier",,4,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Global Packaging FZE","+971 56 724 5308","Q3-096 - Saif Zone - Sharjah - United Arab Emirates","http://globalpackaging.ae/","Packaging company",,4.1,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"MEP TECHNICAL SERVICES LLC","+971 55 650 2926","Emivest Building - Office No:203 - Al Quoz - Al Quoz 3 - Dubai - United Arab Emirates","http://www.meptech.org/","",,4.2,MEDIUM,55,"",,,"MEP companies Dubai"
"Mascot Packaging LLC","+971 52 925 9679","محمع دبي للإستثمار 1 - Dubai - United Arab Emirates","http://mascotpack.com/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Innovation Line Ind L. L. C | Lashing & Packaging company in UAE","+971 52 796 2242","Plot No : 6230-1 - Emirates Industrial City - Sharjah - United Arab Emirates","http://www.innovationlineintl.com/","Packaging company",,4.8,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"MEP SAFARI TECHNICAL SERVICES L.L.C","+971 4 267 1675","Amman St - Al Qusais Industrial Area - Al Qusais Industrial Area 3 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=MEP%20SAFARI%20TECHNICAL%20SERVICES%20L.L.C&query_place_id=ChIJy9z5Du5dXz4R7ZF4FepZRL8","Construction company",,5,LOW,40,"",,,"MEP companies Dubai"
"Al Najah Packing Material Tr","+971 58 253 3970","Opposite Pak Masjid - Ware House No 12 - Industrial Area 6 - Sharjah - United Arab Emirates","http://www.alnajahpacking.com/","Packaging company",,4.4,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Al Ikhaa Contracting LLC.","+971 4 347 1516","304, 3rd Floor, Al Garhoud Star Building, Behind Flora Hotel, Airport Road Near GIGICO - Metro Station - Al Garhoud - Dubai - United Arab Emirates","http://www.alikhaagroup.com/","Construction company",,4.4,MEDIUM,55,"",,,"MEP companies Dubai"
"ALU Packaging FZE","+971 4 802 0250","Jebel Ali-Lahbab Road (E 77 Road) - Jabal Ali Industrial Second - Dubai - United Arab Emirates","http://www.canpackme.ae/","Packaging company",,4.5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"DWG","+971 4 550 6341","Marina Plaza - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=DWG&query_place_id=ChIJ9bytPR5tXz4Rs7sp7vaI58M","Construction company",,5,LOW,40,"",,,"building contractors Dubai Marina"
"EXTREME WATERFRONT OFFCE NO 402 THE ADDRESS HOTEL DUBAI MARINA","+971 4 442 7912","34JR+64M - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","http://www.archilab89.com/","Construction company",,,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Gallagher Technical Services","+971 50 659 1487","Marina Plaza - 2702 - Al Marsa St - Dubai - United Arab Emirates","https://www.gtsllc.ae/","Construction company",,4,MEDIUM,55,"",,,"building contractors Dubai Marina"
"MACS Renovation & AC Solutions","+971 50 339 2064","Office Suite # 2, Level 28, My Office - Dubai - United Arab Emirates","https://macs.ae/","Construction company",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Custom Boxes","+971 56 953 8856","Business Centre, CONTROL TOWER - Office A-07 - 301 3rd Floor - Motor City - Dubai - United Arab Emirates","https://customboxes.ae/","Packaging company",,4.6,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Integrated Plastics Packaging • IPP","+971 4 886 7161","Integrated Plastics Packaging - Jabal Ali Industrial Third - National Industries Park - Dubai - United Arab Emirates","http://www.ipp.ae/","Manufacturer",,4.5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Ideas Packaging Machinery | Packaging Machines Manufacturer in Dubai | Experts in Filling, Capping, Labeling Machines UAE","+971 55 332 3655","Warehouse # 6, 25th Street - Doha St - Al Qusais - Industrial Area-1 - Dubai - United Arab Emirates","https://ideaspackaging.com/","Machining manufacturer",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Zubairi International - Wholesaler and Supplier of Plastic Bag, Paper Bags, and Aluminum Containers in Dubai","+971 56 242 8777","Al Waqf Building - Shop#4 - Al Ahmadiya St - Al Ras - Dubai - United Arab Emirates","https://www.zubairi.com/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Dexopack Packaging LLC - Leading Packaging Company & Packaging Supply Store","+971 56 500 4309","DIRC Warehouse Complex WH#E1 - Dubai Investment Park-2 - مجمع دبي للإستثمار - Dubai - United Arab Emirates","http://www.dexopack.com/","Packaging company",,4.7,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Hotpack Global HQ Corporate Office - مكتب شركة هوت باك","+971 4 805 1888","X5GH+88X - Plot 598-1624, محمع دبي للإستثمار 1 - Mena Jabal Ali - Dubai - United Arab Emirates","http://www.hotpackglobal.com/","Packaging company",,4.3,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Dartek Contracting Co. LLC","+971 4 326 2639","LYNX Tower OasisIndustrial Area - Dubai Silicon Oasis - Dubai - United Arab Emirates","http://www.dartek-uae.com/","Contractor",,4.4,MEDIUM,55,"",,,"MEP companies Dubai"
"MEP POWER ELECTROMECHANICAL LLC","+91 93301 88824","Office 435 Dubai Custom Building, Al Khaleej Road, Al Hamriya, Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=MEP%20POWER%20ELECTROMECHANICAL%20LLC&query_place_id=ChIJq1k3tVhbXz4R9c_V2mVHx-E","Electrical installation service",,4,LOW,40,"",,,"MEP companies Dubai"
"DCGPAC Packaging Products Manufacturer HO","+971 56 169 9181","Falcon House - Dubai Investment Park First - Dubai - United Arab Emirates","http://dcgpac.ae/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Handyman Dubai","+971 56 662 3611","Botanica Tower - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.handymanservicesdubai.com/","Handyman/Handywoman/Handyperson",,4.5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Crew Master","+971 54 309 9991","Marina Plaza - Office 1705 - 17th Floor Al Marsa St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://cmbmdubai.com/","Property maintenance",,4.8,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Special Crystal Packing & Packaging Services LLC","+971 50 385 5257","Al muteena, 120676 - Deira - Dubai - United Arab Emirates","https://crystalpackinguae.com/","Packaging company",,4.7,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"BinTariq Technical Services","+971 52 504 7967","Marina - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates","https://www.bintariqservices.com/","Construction company",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Aazee Packaging Industries LLC","+971 4 263 5968","Al Qusais Ind. Third - Al Qusais Industrial Area 3 - Dubai - United Arab Emirates","http://www.aazeeglobal.com/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"ALYUNBOU MEP CONTRACTING L.L.C","+971 4 832 1901","Al Qusais Ind. Third - Al Qusais Industrial Area 3 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=ALYUNBOU%20MEP%20CONTRACTING%20L.L.C&query_place_id=ChIJXW21ODdcXz4R-ficTKPjxF8","Contractor",,4,LOW,40,"",,,"MEP companies Dubai"
"Cord Construction Co","(815) 965-6630","1322 E State St, Rockford, IL 61104","http://www.cordconstruction.com/","Construction company",,4.6,MEDIUM,55,"",,,"construction companies DIFC"
"Canadian Gulf Construction LLC","+971 4 337 1040","2 Sheikh Zayed Rd - Trade Center Second - DIFC - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Canadian%20Gulf%20Construction%20LLC&query_place_id=ChIJTTOBNIxCXz4R6Jc2ru_patA","Construction company",,5,LOW,40,"",,,"construction companies DIFC"
"MIJ Home Furniture Dubai","+971 56 533 9869","675H+R8P - Zaa'beel Second - DIFC - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=MIJ%20Home%20Furniture%20Dubai&query_place_id=ChIJ8wKHFJRDXz4RsOv0XuY0ehY","Home builder",,5,LOW,40,"",,,"construction companies DIFC"
"TAV Construction","+971 4 359 3233","115 Sheikh Zayed Rd - Zaa'beel Second - DIFC - Dubai - United Arab Emirates","http://www.tavconstruction.com/","Construction company",,3.8,MEDIUM,55,"",,,"construction companies DIFC"
