Name,Phone,Email,All Emails,Address,Website,Category,Rating,Reviews,Priority,Score,Flags,Latitude,Longitude,Source Query
"AL MANSOORI REAL ESTATE L L C","+971 4 396 3337","","","65 12C St - Al Karama - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=AL%20MANSOORI%20REAL%20ESTATE%20L%20L%20C&query_place_id=ChIJO_8De-FDXz4RQl0H33xrmag","Real estate agency",,4.6,LOW,40,"",,,"real estate companies Al Karama Dubai"
"Alfardan Real Estate","+971 4 222 8890","","","Al Mankhool Rd - Al Mankhool - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Alfardan%20Real%20Estate&query_place_id=ChIJF0s3XoRDXz4RlPtV9s8Q4rQ","Real estate agency",,3.3,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"fäm Property Management","+971 4 542 1097","","","Office # 304, Building 10 - Business Bay - Bay Square - Dubai - United Arab Emirates","https://fam-property-management.com/","Property management company",,4.3,HIGH,70,"TARGET_LOCATION",,,"property management Bur Dubai"
"MTR Properties LLC | Find Properties in Dubai","+971 56 108 7007","","","1404 office, Fifty One Tower - Marasi Dr - Business Bay - Dubai - United Arab Emirates","https://www.mtrproperties.ae/","Real estate consultant",,4.9,HIGH,70,"TARGET_LOCATION",,,"property management Bur Dubai"
"Your Key Property Management - Dubai Branch","+971 50 669 2770","","","floor 35, Al Saqr Business Tower - office#17 Sheikh Zayed Rd - Trade Center Second - DIFC - Dubai - United Arab Emirates","http://www.yourkey.ae/","Real estate agent",,4.7,MEDIUM,55,"",,,"property management Bur Dubai"
"Al Naboodah Real Estate Investment LLC","+971 4 294 8444","","","Al Shoala Building - Port Saeed - Deira - Dubai - United Arab Emirates","http://www.alnaboodahrealestate.com/","Real estate agency",,3.2,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"VCM Community Management - Dubai UAE","+971 800 826823","","","SHEIKH HAMDAN AWARDS COMPLEX - AWARDS BUILDING AL HUDAIBA OFFICE - BLOCK A, 1ST FLOOR - 116 Al Mina St - Dubai - United Arab Emirates","https://vcmuae.ae/","Property management company",,2.2,MEDIUM,55,"",,,"property management Bur Dubai"
"Al Kawakeb Property Management","+971 4 343 4141","","","Al Kawakeb Building Block A - Sheikh Zayed Rd - Trade Center Second - DIFC - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Kawakeb%20Property%20Management&query_place_id=ChIJ6_vYkYhCXz4RT2dpq1Ii38I","Property management company",,3.8,LOW,40,"",,,"property management Bur Dubai"
"Insta Properties","+971 4 580 3444","","","Fifty One Tower - #201, 2nd Floor - Business Bay - Dubai - United Arab Emirates","https://instaproperties.ae/","Real estate agent",,4.7,HIGH,70,"TARGET_LOCATION",,,"property management Bur Dubai"
"Kelt&co Realty - Real Estate Agency in Dubai","+971 4 570 8405","","","TAMANI ARTS OFFICES - 17th Floor - Office No -1741 - Al Asayel St - Business Bay - Dubai - United Arab Emirates","https://keltandcorealty.com/","Real estate agent",,5,HIGH,70,"TARGET_LOCATION",,,"property management Bur Dubai"
"SUPERHOST VACATION HOMES RENTAL","+971 58 539 7866","","","The Exchange Tower - Office : 2006 - 11 20th Floor - Business Bay - Dubai - United Arab Emirates","https://superhost.ae/","Vacation home rental agency",,4.9,HIGH,70,"TARGET_LOCATION",,,"property management Bur Dubai"
"DAIFY Holiday Homes Rental Management Agency","+971 58 588 2690","","","Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates","https://www.daifyhomes.com/","Holiday home",,4.8,MEDIUM,55,"",,,"property management Bur Dubai"
"Trillium Real Estate Dubai","+971 56 444 4105","","","Palm Strip Mall - Jumeirah - Jumeirah 1 - Dubai - United Arab Emirates","https://trillium.ae/","Property management company",,4.9,MEDIUM,55,"",,,"property management Bur Dubai"
"iWA Properties LLC","+971 4 272 7777","","","Al Moosa Tower 2 - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates","http://iwaproperties.com/","Real estate agency",,4.7,MEDIUM,55,"",,,"property management Bur Dubai"
"INNVITE HOMES REAL ESTATE L.L.C - DUBAI | Best Real Estate Agency in Dubai","+971 50 467 2799","","","omniyat Binary - Al Asayel St - Business Bay - Dubai - United Arab Emirates","https://innvitehomes.com/","Real estate agent",,4.8,HIGH,70,"TARGET_LOCATION",,,"property management Bur Dubai"
"CCA Property Management Solutions – Short-Term Rentals Dubai","+971 52 473 3331","","","Iris Bay Tower, 716 - Dubai - United Arab Emirates","https://ccasolutions.ae/","Property management company",,5,MEDIUM,55,"",,,"property management Bur Dubai"
"ZMS Property Management - Dubai Branch","+971 4 333 7190","","","67GM+99R - Trade Center First - Dubai - United Arab Emirates","http://www.zmspm.ae/","Property management company",,3,MEDIUM,55,"",,,"property management Bur Dubai"
"Home + Homes Real Estate","+971 4 396 6695","","","Emarat Atrium - Al Wasl - Dubai - United Arab Emirates","http://hhsre.com/","Property management company",,4,MEDIUM,55,"",,,"property management Bur Dubai"
"YP - Your Place Real Estate","+971 4 368 2168","","","Empire Heights Tower B - Office 06 - Level 10 - Dubai - United Arab Emirates","https://yourplace.ae/","Real estate agent",,3.7,MEDIUM,55,"",,,"property management Bur Dubai"
"MAB Facilities Management LLC","+971 4 246 9400","","","Shangri-La Office Towers - Office 702 - Sheikh Zayed Rd - Dubai - United Arab Emirates","http://www.mab.ae/","Property management company",,3.8,MEDIUM,55,"",,,"property management Bur Dubai"
"House Finder Real Estate LLC","+971 52 446 9164","","","701 E, Shangri-La Hotel - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates","https://housefinder.ae/","Real estate agency",,4.3,MEDIUM,55,"",,,"property management Bur Dubai"
"Gulf Tiger Real Estate","+971 50 558 9710","","","Crystal Tower, A4 - 1101-03 - Al Asayel St - Business Bay - Dubai - United Arab Emirates","https://gulftiger.ae/","Property management company",,3.4,HIGH,70,"TARGET_LOCATION",,,"property management Bur Dubai"
"Westminster Holiday Homes Rental L.L.C.","+971 54 405 3335","","","Blue Bay Tower - Office 705, 706 - 707 7th floor - Business Bay - Dubai - United Arab Emirates","https://westminsterholidays.com/","Property management company",,4.1,HIGH,70,"TARGET_LOCATION",,,"property management Bur Dubai"
"Mohammad Qattali | Dubai Property Consultant | Investment Specialist - مشاور املاک دبی سيد محمد قتالى","+971 52 531 1111","","","The Tower Plaza Hotel - Office 1903 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates","https://qattali.com/","Real estate agent",,5,MEDIUM,55,"",,,"property management Bur Dubai"
"Arabzone Properties","+971 4 252 2811","","","Sobha Ivory Tower II - Office No. 1002 - Al Asayel St - Business Bay - Dubai - United Arab Emirates","https://arabzoneproperties.ae/","Real estate agent",,4.8,HIGH,70,"TARGET_LOCATION",,,"property management Bur Dubai"
"Cove Property Management","+971 50 531 8558","","","Business Bay - Dubai - United Arab Emirates","https://cove-property.com/","Property management company",,2.5,HIGH,70,"TARGET_LOCATION",,,"property management Bur Dubai"
